length,discount,successful,mean_price,median_of_price,min_rating,max_rating,mean_rating,percentage_of_successful,gender
555,0,1,249.09,245.0,0.9,3.8,2.06,0.18,0
553,20,0,224.33,245.0,0.9,3.8,2.63,0.21,0
198,10,0,286.24,286.24,0.9,1.5,1.2,0.2,0
1358,0,0,45.38,37.94,0.8,4.1,2.75,0.2,0
1312,15,0,44.01,32.99,0.8,5.0,3.0,0.19,0
1289,0,0,44.01,32.99,0.8,5.0,3.0,0.19,0
1669,0,0,44.14,32.99,0.8,5.0,3.11,0.18,0
848,5,0,39.64,32.99,0.8,5.0,2.89,0.18,0
923,20,1,41.6,32.99,0.8,5.0,2.78,0.17,0
1194,0,1,44.01,32.99,0.8,5.0,3.0,0.19,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.21,0
0,5,0,99.99,99.99,4.8,4.8,4.8,0.2,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.2,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.2,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.19,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.19,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.19,0
109,0,1,553.0,553.0,3.0,3.0,3.0,0.18,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.2,0
661,0,1,83.49,34.99,0.4,4.0,2.33,0.19,0
589,0,1,83.49,34.99,0.4,4.0,2.33,0.21,0
357,10,0,106.33,54.99,0.4,4.0,1.77,0.22,0
255,0,0,152.0,152.0,0.4,0.9,0.65,0.22,0
609,15,0,106.33,54.99,0.4,4.0,1.77,0.21,0
576,0,0,106.33,54.99,0.4,4.0,1.77,0.21,0
681,15,0,34.99,34.99,0.9,4.0,2.45,0.21,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.2,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.2,0
172,10,1,58.97,58.97,3.9,3.9,3.9,0.2,0
0,20,0,58.97,58.97,3.9,3.9,3.9,0.21,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.21,0
59,0,1,58.97,58.97,3.9,3.9,3.9,0.2,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.21,0
1072,5,0,78.65,69.0,1.8,4.9,3.32,0.21,0
921,0,0,80.98,69.0,0.5,4.9,2.83,0.21,0
982,20,0,79.78,69.0,0.5,4.9,3.04,0.21,0
1305,0,1,83.78,69.0,0.5,4.9,3.06,0.2,0
209,0,0,151.0,151.0,2.9,4.3,3.6,0.21,0
40,5,0,151.0,151.0,2.9,4.3,3.6,0.21,0
46,15,0,151.0,151.0,2.9,4.3,3.6,0.21,0
170,0,0,151.0,151.0,2.9,4.3,3.6,0.21,0
96,15,0,151.0,151.0,2.9,4.3,3.6,0.2,0
0,0,0,193.0,193.0,4.3,4.3,4.3,0.2,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.2,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.2,0
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.19,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.19,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.19,0
1387,5,0,4238.5,4598.0,1.2,4.8,2.42,0.19,0
1361,0,1,4340.55,4862.0,1.2,4.8,2.34,0.18,0
1417,10,1,4653.69,5192.5,1.2,4.8,2.19,0.19,0
1256,0,0,4238.5,4598.0,1.2,4.8,2.42,0.2,0
1439,0,0,4238.5,4598.0,1.2,4.8,2.42,0.2,0
1127,10,0,4238.5,4598.0,1.2,4.8,2.42,0.2,0
1172,0,0,4518.55,4862.0,1.2,4.8,2.45,0.2,0
1146,20,0,4238.5,4598.0,1.2,4.8,2.42,0.19,0
944,15,0,4405.58,4598.0,1.2,4.8,2.63,0.19,0
1626,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
799,0,0,795.34,769.0,0.1,4.8,2.25,0.0,0
1401,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1259,0,0,960.0,719.0,0.1,4.8,2.76,0.0,0
1685,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1634,0,1,868.8,689.0,0.1,4.8,2.64,0.0,0
1479,0,1,572.5,519.0,0.1,4.8,2.43,0.0,0
1596,0,1,1002.5,769.0,0.1,4.6,2.34,0.14,0
193,5,0,71.85,71.85,3.8,4.4,4.1,0.25,0
283,15,0,71.85,71.85,3.8,4.4,4.1,0.22,0
277,0,0,71.85,71.85,3.8,4.4,4.1,0.2,0
237,0,0,71.85,71.85,3.8,4.4,4.1,0.18,0
142,10,0,71.85,71.85,3.8,4.4,4.1,0.17,0
253,0,0,71.85,71.85,3.8,4.4,4.1,0.15,0
121,15,0,71.85,71.85,3.8,4.4,4.1,0.14,0
176,0,0,71.85,71.85,3.8,4.4,4.1,0.13,0
409,5,1,69.5,64.8,3.8,4.4,4.2,0.12,0
25,0,0,71.85,71.85,3.8,4.4,4.1,0.18,0
104,0,1,64.8,64.8,4.4,4.4,4.4,0.17,0
698,0,0,91.48,84.9,0.5,4.8,2.43,0.21,0
715,0,0,91.48,84.9,0.5,4.8,2.43,0.2,0
1009,0,0,97.54,89.9,0.5,4.3,1.96,0.19,0
1385,5,0,91.48,84.9,0.5,4.8,2.43,0.18,0
1429,5,0,87.98,79.9,0.5,4.8,2.6,0.17,0
1285,0,0,93.8,89.9,0.5,4.8,2.4,0.17,0
803,10,0,91.48,84.9,0.5,4.8,2.43,0.16,0
1299,5,0,126.71,129.0,1.3,3.8,2.81,0.15,0
957,10,0,110.15,124.0,1.3,4.8,3.0,0.15,0
1152,0,0,105.81,119.0,2.2,4.8,3.23,0.14,0
1358,20,1,103.85,119.0,1.3,4.8,3.2,0.14,0
156,0,0,1203.62,1203.62,2.6,4.1,3.35,0.17,0
165,10,0,1203.62,1203.62,2.6,4.1,3.35,0.16,0
176,5,1,871.52,207.33,2.6,4.1,3.1,0.16,0
249,0,0,1203.62,1203.62,2.6,4.1,3.35,0.18,0
81,0,0,1203.62,1203.62,2.6,4.1,3.35,0.18,0
47,5,1,207.33,207.33,2.6,2.6,2.6,0.17,0
49,10,1,207.33,207.33,2.6,2.6,2.6,0.19,0
614,0,0,250.12,272.0,0.9,3.8,2.35,0.22,0
521,0,1,249.09,245.0,0.9,3.8,2.06,0.21,0
960,15,0,250.12,272.0,0.9,3.8,2.35,0.23,0
621,5,0,250.12,272.0,0.9,3.8,2.35,0.23,0
84,10,0,286.24,286.24,0.9,1.5,1.2,0.22,0
1375,0,0,44.01,32.99,0.8,5.0,3.0,0.21,0
1815,5,0,44.01,32.99,0.8,5.0,3.0,0.21,0
1658,0,0,45.38,37.94,0.8,4.1,2.75,0.2,0
1489,20,1,41.6,32.99,0.8,5.0,2.78,0.2,0
1631,20,0,45.38,37.94,0.8,4.1,2.75,0.22,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.21,0
116,10,1,99.99,99.99,4.8,4.8,4.8,0.21,0
0,5,0,99.99,99.99,4.8,4.8,4.8,0.22,0
145,20,1,99.99,99.99,4.8,4.8,4.8,0.22,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.24,0
187,0,1,99.99,99.99,4.8,4.8,4.8,0.23,0
5,0,1,553.0,553.0,3.0,3.0,3.0,0.25,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.26,0
21,0,1,553.0,553.0,3.0,3.0,3.0,0.25,0
410,20,0,106.33,54.99,0.4,4.0,1.77,0.27,0
511,10,1,83.49,34.99,0.4,4.0,2.33,0.26,0
302,0,0,106.33,54.99,0.4,4.0,1.77,0.28,0
442,20,0,106.33,54.99,0.4,4.0,1.77,0.27,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.27,0
0,15,0,58.97,58.97,3.9,3.9,3.9,0.26,0
209,0,1,58.97,58.97,3.9,3.9,3.9,0.26,0
280,0,1,58.97,58.97,3.9,3.9,3.9,0.27,0
0,20,0,58.97,58.97,3.9,3.9,3.9,0.28,0
0,10,0,58.97,58.97,3.9,3.9,3.9,0.28,0
59,20,1,58.97,58.97,3.9,3.9,3.9,0.27,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.28,0
155,20,1,58.97,58.97,3.9,3.9,3.9,0.28,0
1058,20,0,74.2,69.0,0.5,4.9,3.06,0.29,0
1432,10,0,80.99,69.0,0.5,4.9,3.24,0.29,0
1464,5,0,78.65,69.0,0.5,4.9,3.08,0.28,0
1283,0,0,83.09,69.0,0.5,4.9,2.98,0.28,0
211,20,0,151.0,151.0,2.9,4.3,3.6,0.27,0
285,10,0,151.0,151.0,2.9,4.3,3.6,0.27,0
191,10,0,151.0,151.0,2.9,4.3,3.6,0.27,0
0,15,0,193.0,193.0,4.3,4.3,4.3,0.26,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.26,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.26,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
1944,0,0,4127.57,4187.5,1.2,4.8,2.49,0.25,0
1416,5,0,4238.5,4598.0,1.2,4.8,2.42,0.25,0
968,0,0,4238.5,4598.0,1.2,4.8,2.42,0.24,0
1337,0,0,4193.57,4451.5,1.2,4.8,2.58,0.24,0
1437,0,0,4127.57,4187.5,1.2,4.8,2.49,0.24,0
1531,10,0,4238.5,4598.0,1.2,4.8,2.42,0.24,0
929,15,0,4424.58,4598.0,1.2,4.8,2.59,0.23,0
895,0,0,4512.26,4862.0,1.2,4.8,2.5,0.23,0
1842,0,1,868.8,689.0,0.1,4.8,2.64,0.0,0
1379,0,0,733.67,769.0,1.4,4.8,2.72,0.0,0
597,10,0,952.5,689.0,0.1,4.8,2.68,0.0,0
1333,15,0,935.45,739.0,0.1,4.8,2.61,0.0,0
524,10,1,69.5,64.8,3.8,4.4,4.2,0.0,0
1015,5,0,91.48,84.9,0.5,4.8,2.43,0.2,0
977,0,0,91.48,84.9,0.5,4.8,2.43,0.17,0
1136,0,0,91.48,84.9,0.5,4.8,2.43,0.14,0
1329,0,0,117.46,129.0,1.3,4.8,2.99,0.12,0
1608,0,0,111.24,124.0,1.3,4.8,3.14,0.11,0
1324,20,0,95.28,89.5,2.2,4.8,3.4,0.1,0
1598,0,1,103.85,119.0,1.3,4.8,3.2,0.09,0
1137,0,0,117.63,129.0,1.3,4.8,3.03,0.17,0
1389,0,0,117.63,129.0,1.3,4.8,3.03,0.15,0
1557,20,0,126.71,129.0,1.3,3.8,2.81,0.14,0
2023,0,1,98.21,89.5,2.2,4.8,3.56,0.13,0
50,0,0,1203.62,1203.62,2.6,4.1,3.35,0.19,0
361,0,1,871.52,207.33,2.6,4.1,3.1,0.18,0
369,15,1,871.52,207.33,2.6,4.1,3.1,0.22,0
51,0,1,871.52,207.33,2.6,4.1,3.1,0.26,0
0,0,0,207.33,207.33,2.6,2.6,2.6,0.3,0
780,5,1,249.09,245.0,0.9,3.8,2.06,0.29,0
441,5,0,250.12,272.0,0.9,3.8,2.35,0.32,0
556,0,0,250.12,272.0,0.9,3.8,2.35,0.3,0
901,15,1,249.09,245.0,0.9,3.8,2.06,0.29,0
1738,0,1,42.56,32.99,0.8,5.0,2.77,0.32,0
1937,5,0,44.01,32.99,0.8,5.0,3.0,0.35,0
1883,0,0,52.03,53.2,0.8,4.1,2.65,0.33,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.32,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.31,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.3,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.29,0
0,15,0,553.0,553.0,3.0,3.0,3.0,0.28,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.27,0
34,0,1,553.0,553.0,3.0,3.0,3.0,0.26,0
818,0,1,106.33,54.99,0.4,4.0,1.77,0.29,0
537,15,0,106.33,54.99,0.4,4.0,1.77,0.31,0
253,0,0,132.0,132.0,0.4,4.0,2.2,0.3,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.29,0
164,0,1,58.97,58.97,3.9,3.9,3.9,0.28,0
0,5,0,58.97,58.97,3.9,3.9,3.9,0.3,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.29,0
123,0,1,58.97,58.97,3.9,3.9,3.9,0.29,0
1082,0,0,79.78,69.0,0.5,4.9,3.04,0.3,0
1490,20,1,84.35,69.0,0.5,4.9,3.03,0.3,0
1180,0,0,83.09,69.0,0.5,4.9,2.83,0.31,0
54,0,0,151.0,151.0,2.9,4.3,3.6,0.3,0
223,15,0,151.0,151.0,2.9,4.3,3.6,0.3,0
121,0,0,151.0,151.0,2.9,4.3,3.6,0.29,0
0,0,0,109.0,109.0,2.9,2.9,2.9,0.29,0
133,10,0,151.0,151.0,2.9,4.3,3.6,0.28,0
83,5,0,151.0,151.0,2.9,4.3,3.6,0.27,0
278,15,0,151.0,151.0,2.9,4.3,3.6,0.27,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.26,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.26,0
0,20,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
0,15,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
1198,0,0,4238.5,4598.0,1.2,4.8,2.42,0.24,0
1037,0,0,4085.42,3762.5,1.8,4.8,2.97,0.24,0
1282,0,1,4595.23,5126.0,1.2,4.8,2.4,0.23,0
1441,0,0,998.72,739.0,0.1,4.8,2.66,0.0,1
1064,5,0,673.75,689.0,0.1,4.8,2.36,0.0,1
1055,0,0,1018.75,769.0,0.1,4.8,2.58,0.0,1
200,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
98,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
58,20,1,69.5,64.8,3.8,4.4,4.2,0.0,1
154,0,1,69.5,64.8,3.8,4.4,4.2,0.0,1
117,0,0,71.85,71.85,3.8,4.4,4.1,0.14,1
182,0,0,71.85,71.85,3.8,4.4,4.1,0.12,1
64,0,0,71.85,71.85,3.8,4.4,4.1,0.11,1
825,0,0,91.48,84.9,0.5,4.8,2.43,0.1,1
598,0,0,97.54,89.9,0.5,4.3,1.96,0.09,1
1011,0,0,91.48,84.9,0.5,4.8,2.43,0.08,1
906,5,0,91.8,79.9,0.5,4.8,2.06,0.08,1
978,15,0,91.48,84.9,0.5,4.8,2.43,0.07,1
801,15,0,93.8,89.9,0.5,4.8,2.76,0.07,1
867,15,0,93.8,89.9,0.5,4.8,2.76,0.06,1
759,0,0,97.27,99.45,0.5,4.8,2.8,0.06,1
1723,15,1,110.37,124.0,1.3,4.8,3.21,0.06,1
1880,5,0,117.63,129.0,1.3,4.8,3.03,0.11,1
542,5,0,116.21,124.0,1.3,4.8,2.99,0.1,1
1181,0,1,111.24,124.0,1.3,4.8,3.14,0.1,1
1461,0,1,103.85,119.0,1.3,4.8,3.2,0.14,1
1543,5,0,117.63,129.0,1.3,4.8,3.03,0.17,1
1073,0,0,126.71,129.0,1.3,3.8,2.81,0.17,1
188,0,1,871.52,207.33,2.6,4.1,3.1,0.16,1
166,0,0,1203.62,1203.62,2.6,4.1,3.35,0.19,1
430,5,1,871.52,207.33,2.6,4.1,3.1,0.19,1
393,10,1,871.52,207.33,2.6,4.1,3.1,0.21,1
926,0,0,250.12,272.0,0.9,3.8,2.35,0.24,1
391,0,0,250.12,272.0,0.9,3.8,2.35,0.23,1
513,0,0,313.24,313.24,1.5,3.2,2.35,0.23,1
557,0,0,251.82,299.0,1.5,3.8,2.83,0.22,1
416,20,0,250.12,272.0,0.9,3.8,2.35,0.21,1
761,0,0,224.33,245.0,0.9,3.8,2.63,0.21,1
725,20,0,250.12,272.0,0.9,3.8,2.35,0.2,1
1320,10,0,46.17,32.99,0.8,5.0,3.27,0.19,1
1846,10,0,45.76,37.94,0.8,5.0,3.12,0.19,1
868,0,1,43.09,32.99,0.8,4.1,2.37,0.18,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.21,1
34,5,1,99.99,99.99,4.8,4.8,4.8,0.2,1
196,5,1,99.99,99.99,4.8,4.8,4.8,0.22,1
196,20,1,99.99,99.99,4.8,4.8,4.8,0.24,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.26,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.25,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.24,1
0,5,0,99.99,99.99,4.8,4.8,4.8,0.24,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.23,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.23,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.22,1
0,15,0,553.0,553.0,3.0,3.0,3.0,0.22,1
0,20,0,553.0,553.0,3.0,3.0,3.0,0.22,1
180,0,1,553.0,553.0,3.0,3.0,3.0,0.21,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.23,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.22,1
0,5,0,553.0,553.0,3.0,3.0,3.0,0.22,1
36,0,1,553.0,553.0,3.0,3.0,3.0,0.21,1
0,15,0,553.0,553.0,3.0,3.0,3.0,0.23,1
501,0,0,106.33,54.99,0.4,4.0,1.77,0.22,1
483,5,0,106.33,54.99,0.4,4.0,1.77,0.22,1
81,5,0,152.0,152.0,0.4,0.9,0.65,0.22,1
429,0,0,106.33,54.99,0.4,4.0,1.77,0.21,1
656,0,1,28.32,14.99,0.9,4.0,2.97,0.21,1
408,15,0,106.33,54.99,0.4,4.0,1.77,0.22,1
678,20,1,83.49,34.99,0.4,4.0,2.33,0.22,1
0,5,0,58.97,58.97,3.9,3.9,3.9,0.23,1
0,0,0,58.97,58.97,3.9,3.9,3.9,0.23,1
240,0,1,58.97,58.97,3.9,3.9,3.9,0.22,1
0,0,0,58.97,58.97,3.9,3.9,3.9,0.24,1
1082,0,0,83.09,69.0,0.5,4.9,3.17,0.23,1
1292,0,1,86.79,79.5,0.5,4.9,3.15,0.23,1
1536,0,0,85.42,69.0,0.5,4.9,3.43,0.24,1
1873,10,0,78.65,69.0,0.5,4.9,3.08,0.24,1
879,0,0,80.98,69.0,0.5,4.9,2.83,0.23,1
1245,20,1,87.78,79.5,0.5,4.9,2.97,0.23,1
240,0,0,151.0,151.0,2.9,4.3,3.6,0.24,1
89,0,0,151.0,151.0,2.9,4.3,3.6,0.24,1
72,0,0,151.0,151.0,2.9,4.3,3.6,0.23,1
251,15,0,151.0,151.0,2.9,4.3,3.6,0.23,1
119,20,0,151.0,151.0,2.9,4.3,3.6,0.23,1
225,10,0,151.0,151.0,2.9,4.3,3.6,0.23,1
0,15,0,193.0,193.0,4.3,4.3,4.3,0.22,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.22,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.22,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.21,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.21,1
943,5,0,4238.5,4598.0,1.2,4.8,2.42,0.21,1
1095,0,0,3818.65,4598.0,1.2,4.8,2.6,0.21,1
1138,0,0,4518.55,4862.0,1.2,4.8,2.45,0.2,1
1402,0,0,4238.5,4598.0,1.2,4.8,2.42,0.2,1
1191,0,0,4238.5,4598.0,1.2,4.8,2.42,0.2,1
1136,5,1,4403.17,5126.0,1.2,4.8,2.47,0.2,1
1289,0,1,4513.19,4862.0,1.2,4.7,2.05,0.21,1
938,0,0,4238.5,4598.0,1.2,4.8,2.42,0.22,1
1286,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1377,5,0,1002.5,769.0,0.1,4.6,2.34,0.0,0
1142,0,1,921.0,739.0,0.1,4.6,2.4,0.0,0
167,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
184,0,1,64.8,64.8,4.4,4.4,4.4,0.0,0
991,5,0,91.48,84.9,0.5,4.8,2.43,0.2,0
530,0,0,91.48,84.9,0.5,4.8,2.43,0.17,0
1073,0,0,91.48,84.9,0.5,4.8,2.43,0.14,0
1098,0,0,92.93,89.9,0.8,4.3,2.23,0.12,0
836,0,0,91.8,79.9,0.5,4.8,2.06,0.11,0
507,0,0,91.48,84.9,0.5,4.8,2.43,0.1,0
672,0,0,91.8,79.9,0.5,4.8,2.06,0.09,0
1267,15,0,91.48,84.9,0.5,4.8,2.43,0.08,0
672,20,0,91.48,84.9,0.5,4.8,2.43,0.08,0
575,0,0,93.8,89.9,0.5,4.8,2.76,0.07,0
632,15,0,93.8,89.9,0.5,4.8,2.76,0.07,0
1172,20,0,117.63,129.0,1.3,4.8,3.03,0.06,0
1473,20,0,117.63,129.0,1.3,4.8,3.03,0.06,0
1448,0,0,108.71,124.0,2.2,4.8,3.25,0.06,0
1543,0,0,124.84,129.0,1.3,4.8,2.94,0.05,0
1081,5,0,133.16,129.0,1.3,3.8,2.6,0.05,0
1531,0,0,126.1,129.0,1.3,4.8,3.06,0.05,0
90,0,0,1203.62,1203.62,2.6,4.1,3.35,0.05,0
165,0,1,871.52,207.33,2.6,4.1,3.1,0.04,0
146,15,0,1203.62,1203.62,2.6,4.1,3.35,0.08,0
21,0,0,1203.62,1203.62,2.6,4.1,3.35,0.08,0
391,0,1,871.52,207.33,2.6,4.1,3.1,0.08,0
87,15,0,1203.62,1203.62,2.6,4.1,3.35,0.11,0
230,0,1,207.33,207.33,2.6,2.6,2.6,0.11,0
1225,15,1,249.09,245.0,0.9,3.8,2.06,0.14,0
1168,0,0,44.14,32.99,0.8,5.0,3.11,0.17,0
1169,5,0,39.89,32.99,0.8,5.0,2.86,0.16,0
1445,0,0,40.88,32.99,0.8,3.9,2.56,0.16,0
1781,15,1,41.6,32.99,0.8,5.0,2.78,0.15,0
1602,0,0,47.01,37.94,2.0,5.0,3.28,0.18,0
0,10,0,99.99,99.99,4.8,4.8,4.8,0.17,0
0,20,0,99.99,99.99,4.8,4.8,4.8,0.17,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.16,0
0,10,0,99.99,99.99,4.8,4.8,4.8,0.16,0
0,5,0,99.99,99.99,4.8,4.8,4.8,0.15,0
0,10,0,99.99,99.99,4.8,4.8,4.8,0.15,0
71,0,1,553.0,553.0,3.0,3.0,3.0,0.15,0
0,20,0,553.0,553.0,3.0,3.0,3.0,0.17,0
0,0,1,553.0,553.0,3.0,3.0,3.0,0.16,0
0,10,0,553.0,553.0,3.0,3.0,3.0,0.18,0
216,0,1,553.0,553.0,3.0,3.0,3.0,0.18,0
652,0,0,106.33,54.99,0.4,4.0,1.77,0.2,0
494,5,1,83.49,34.99,0.4,4.0,2.33,0.19,0
723,5,0,34.99,34.99,0.9,4.0,2.45,0.21,0
224,0,1,83.49,34.99,0.4,4.0,2.33,0.2,0
264,0,1,58.97,58.97,3.9,3.9,3.9,0.22,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.24,0
0,20,0,58.97,58.97,3.9,3.9,3.9,0.23,0
143,20,1,58.97,58.97,3.9,3.9,3.9,0.23,0
681,0,0,79.78,69.0,0.5,4.9,3.04,0.24,0
1680,10,1,83.78,69.0,1.8,4.9,3.28,0.24,0
922,20,0,78.65,69.0,0.5,4.9,3.08,0.25,0
1559,0,1,84.35,69.0,0.5,4.9,3.03,0.25,0
1702,10,1,84.35,69.0,0.5,4.9,3.03,0.26,0
1223,0,0,80.99,69.0,1.9,4.9,3.51,0.27,0
1161,0,0,74.85,64.45,0.5,4.9,3.04,0.27,0
1715,0,0,79.78,69.0,0.5,4.9,3.04,0.26,0
1439,0,0,78.65,69.0,0.5,4.9,3.08,0.26,0
290,0,0,151.0,151.0,2.9,4.3,3.6,0.25,0
273,10,0,151.0,151.0,2.9,4.3,3.6,0.25,0
239,5,0,151.0,151.0,2.9,4.3,3.6,0.25,0
10,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
26,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
162,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
65,0,0,151.0,151.0,2.9,4.3,3.6,0.23,0
54,15,0,151.0,151.0,2.9,4.3,3.6,0.23,0
333,0,1,165.0,193.0,2.9,4.3,3.83,0.23,0
104,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
37,15,1,193.0,193.0,4.3,4.3,4.3,0.23,0
153,0,1,193.0,193.0,4.3,4.3,4.3,0.24,0
0,20,0,193.0,193.0,4.3,4.3,4.3,0.25,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.25,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.24,0
1234,0,0,4110.94,4187.5,1.2,4.8,2.53,0.23,0
844,0,0,4468.44,4862.0,1.2,4.8,2.14,0.23,0
1584,0,0,4374.51,4598.0,1.2,4.8,2.17,0.23,0
1413,0,0,4518.55,4862.0,1.2,4.8,2.45,0.23,0
861,10,1,4340.55,4862.0,1.2,4.8,2.34,0.22,0
1403,15,0,4431.77,4598.0,1.2,4.8,2.53,0.23,0
1202,0,1,3974.06,4598.0,1.2,4.8,2.33,0.23,0
1066,0,0,4512.26,4862.0,1.2,4.8,2.5,0.24,0
1113,5,0,655.86,639.0,0.1,4.8,2.4,0.0,0
261,0,0,1203.62,1203.62,2.6,4.1,3.35,0.0,0
578,0,0,250.12,272.0,0.9,3.8,2.35,0.0,0
336,0,0,250.12,272.0,0.9,3.8,2.35,0.0,0
1399,20,0,79.78,69.0,0.5,4.9,3.04,0.0,0
89,0,0,151.0,151.0,2.9,4.3,3.6,0.0,0
1381,20,0,4238.5,4598.0,1.2,4.8,2.42,0.0,0
1046,0,0,4035.23,3777.0,1.2,4.7,2.26,0.0,0
1222,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1957,0,0,960.0,719.0,0.1,4.8,2.76,0.0,0
175,15,0,71.85,71.85,3.8,4.4,4.1,0.0,0
1214,5,0,91.8,79.9,0.5,4.8,2.06,0.0,0
1207,15,0,83.98,79.9,0.8,4.8,2.82,0.0,0
794,5,0,97.54,89.9,0.5,4.3,1.96,0.0,0
452,15,0,99.45,94.45,0.5,2.6,1.38,0.0,0
817,10,0,91.48,84.9,0.5,4.8,2.43,0.0,0
1314,20,1,108.3,119.0,1.3,4.8,3.19,0.0,0
1380,0,0,108.7,119.0,1.3,4.8,3.1,0.0,0
215,15,0,1203.62,1203.62,2.6,4.1,3.35,0.0,0
121,15,0,250.12,272.0,0.9,3.8,2.35,0.0,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.0,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.0,0
0,5,0,553.0,553.0,3.0,3.0,3.0,0.0,0
411,0,0,132.0,132.0,0.4,4.0,2.2,0.0,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.0,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.0,0
50,10,1,58.97,58.97,3.9,3.9,3.9,0.0,0
80,0,1,58.97,58.97,3.9,3.9,3.9,0.05,0
69,5,0,151.0,151.0,2.9,4.3,3.6,0.1,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.1,0
0,15,0,1816.97,1816.97,0.4,0.4,0.4,0.09,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.09,0
0,10,0,1816.97,1816.97,0.4,0.4,0.4,0.08,0
1540,5,0,4193.57,4451.5,1.2,4.8,2.58,0.08,0
1515,20,0,4238.5,4598.0,1.2,4.8,2.42,0.08,0
1392,0,0,4193.57,4451.5,1.2,4.8,2.58,0.07,0
992,0,0,1018.75,769.0,0.1,4.8,2.58,0.0,0
