,length,discount,user_id,successful,mean_price,min_rating,max_rating,mean_rating,successful_sessions_so_far,sessions_so_far,cat_Akcesoria_telefoniczne,cat_Anteny_RTV,cat_Audio,cat_Biurowe_urządzenia_wielofunkcyjne,cat_Drukarki_i_skanery,cat_Gry_PlayStation3,cat_Gry_Xbox_360,cat_Gry_i_konsole,cat_Gry_komputerowe,cat_Gry_na_konsole,cat_Komputery,cat_Monitory,cat_Monitory_LCD,cat_Odtwarzacze_DVD,cat_Odtwarzacze_mp3_i_mp4,cat_Okulary_3D,cat_Przenośne_audio_i_video,cat_Sprzęt_RTV,cat_Słuchawki,cat_Tablety,cat_Tablety_i_akcesoria,cat_Telefony_i_akcesoria,cat_Telefony_komórkowe,cat_Telefony_stacjonarne,cat_Telewizory_i_akcesoria,cat_Video,cat_Zestawy_głośnomówiące,cat_Zestawy_słuchawkowe,city,gender
6705,0 days 00:03:43,0,251,True,58.97,3.9,3.9,3.9,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Konin,False
6706,0 days 00:00:00,0,251,False,58.97,3.9,3.9,3.9,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Konin,False
6707,0 days 00:00:00,20,251,False,58.97,3.9,3.9,3.9,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Konin,False
6708,0 days 00:00:00,0,251,False,58.97,3.9,3.9,3.9,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Konin,False
6709,0 days 00:00:13,0,251,True,58.97,3.9,3.9,3.9,14,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Konin,False
6710,0 days 00:19:51,0,251,False,78.65,0.5,4.9,3.08,15,60,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6711,0 days 00:19:18,15,251,True,84.35,0.5,4.9,3.03,15,61,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6712,0 days 00:26:32,0,251,False,79.78,0.5,4.9,3.04,16,62,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6713,0 days 00:20:10,15,251,True,78.78,0.5,4.9,2.93,16,63,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6714,0 days 00:04:21,0,251,False,151.0,2.9,4.3,3.6,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Konin,False
6715,0 days 00:06:34,0,251,True,165.0,2.9,4.3,3.83,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Konin,False
6716,0 days 00:02:30,0,251,False,151.0,2.9,4.3,3.6,18,66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Konin,False
6717,0 days 00:00:00,0,251,False,1816.97,0.4,0.4,0.4,18,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
6718,0 days 00:00:00,0,251,False,1816.97,0.4,0.4,0.4,18,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
6719,0 days 00:00:00,0,251,False,1816.97,0.4,0.4,0.4,18,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
6720,0 days 00:00:00,0,251,False,1816.97,0.4,0.4,0.4,18,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
6721,0 days 00:00:00,0,251,False,1816.97,0.4,0.4,0.4,18,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
6722,0 days 00:19:29,10,251,False,4105.58,1.2,4.7,2.12,18,72,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6723,0 days 00:17:37,0,251,True,4170.94,1.2,4.8,2.04,18,73,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6724,0 days 00:29:06,0,251,True,4340.55,1.2,4.8,2.34,19,74,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6725,0 days 00:25:39,0,252,False,935.45,0.1,4.8,2.61,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6726,0 days 00:25:42,0,252,True,868.8,0.1,4.8,2.64,0,1,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6727,0 days 00:18:35,15,252,False,952.5,0.1,4.8,2.68,0,2,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6728,0 days 00:02:22,0,252,False,71.85,3.8,4.4,4.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6729,0 days 00:04:37,5,252,False,71.85,3.8,4.4,4.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6730,0 days 00:21:35,0,252,False,91.48,0.5,4.8,2.43,0,5,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6731,0 days 00:14:59,15,252,False,91.48,0.5,4.8,2.43,0,6,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6732,0 days 00:19:29,10,252,False,126.1,1.3,4.8,3.06,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Szczecin,False
6733,0 days 00:00:47,10,252,False,1203.62,2.6,4.1,3.35,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,False
6734,0 days 00:10:46,0,252,False,250.12,0.9,3.8,2.35,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Szczecin,False
6735,0 days 00:00:00,0,252,False,99.99,4.8,4.8,4.8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Szczecin,False
6736,0 days 00:15:16,20,252,True,83.49,0.4,4.0,2.33,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Szczecin,False
6737,0 days 00:17:34,0,252,False,83.09,0.5,4.9,3.17,1,12,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6738,0 days 00:18:55,0,252,False,76.98,0.5,3.6,2.37,1,13,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6739,0 days 00:00:15,0,252,False,151.0,2.9,4.3,3.6,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,False
6740,0 days 00:00:00,0,252,False,1816.97,0.4,0.4,0.4,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Szczecin,False
6741,0 days 00:17:39,0,252,False,4238.5,1.2,4.8,2.42,1,16,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6742,0 days 00:20:49,10,252,True,4340.55,1.2,4.8,2.34,1,17,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,False
6743,0 days 00:26:06,20,253,True,883.22,0.1,4.8,2.78,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6744,0 days 00:24:27,10,253,True,628.78,0.1,4.8,2.42,0,1,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6745,0 days 00:28:13,0,253,False,1038.72,0.1,4.8,2.7,1,2,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6746,0 days 00:20:51,5,253,False,935.45,0.1,4.8,2.61,1,3,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6747,0 days 00:17:00,10,253,False,1018.75,0.1,4.8,2.58,1,4,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6748,0 days 00:15:59,0,253,False,713.0,0.1,2.9,2.01,1,5,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6749,0 days 00:00:00,0,253,False,78.9,3.8,3.8,3.8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Mielec,True
6750,0 days 00:14:10,0,253,False,89.68,0.8,4.3,2.33,1,7,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6751,0 days 00:28:21,15,253,True,110.37,1.3,4.8,3.21,1,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Mielec,True
6752,0 days 00:22:49,0,253,False,126.71,1.3,3.8,2.81,2,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Mielec,True
6753,0 days 00:23:52,0,253,False,117.63,1.3,4.8,3.03,2,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Mielec,True
6754,0 days 00:17:05,0,253,False,117.81,2.2,3.8,3.03,2,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Mielec,True
6755,0 days 00:29:05,10,253,False,124.84,1.3,4.8,2.94,2,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Mielec,True
6756,0 days 00:17:40,5,253,False,120.0,1.3,4.8,3.19,2,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Mielec,True
6757,0 days 00:16:54,0,253,False,126.1,1.3,4.8,3.06,2,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Mielec,True
6758,0 days 00:03:15,0,253,False,1203.62,2.6,4.1,3.35,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Mielec,True
6759,0 days 00:04:56,0,253,False,1203.62,2.6,4.1,3.35,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Mielec,True
6760,0 days 00:02:41,0,253,False,1203.62,2.6,4.1,3.35,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Mielec,True
6761,0 days 00:15:42,0,253,False,250.12,0.9,3.8,2.35,2,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Mielec,True
6762,0 days 00:11:10,0,253,False,250.12,0.9,3.8,2.35,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Mielec,True
6763,0 days 00:06:19,15,253,False,187.0,0.9,3.8,2.35,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,Mielec,True
6764,0 days 00:19:05,0,253,False,44.01,0.8,5.0,3.0,2,21,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6765,0 days 00:19:09,0,253,False,44.01,0.8,5.0,3.0,2,22,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6766,0 days 00:23:46,15,253,False,44.01,0.8,5.0,3.0,2,23,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6767,0 days 00:15:24,0,253,False,41.57,0.8,5.0,3.0,2,24,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6768,0 days 00:18:02,0,253,False,41.57,0.8,5.0,3.0,2,25,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6769,0 days 00:09:09,0,253,False,49.11,2.0,5.0,3.33,2,26,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6770,0 days 00:00:00,0,253,False,99.99,4.8,4.8,4.8,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,True
6771,0 days 00:00:00,0,253,False,99.99,4.8,4.8,4.8,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,True
6772,0 days 00:00:00,0,253,False,99.99,4.8,4.8,4.8,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,True
6773,0 days 00:00:48,20,253,True,99.99,4.8,4.8,4.8,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Mielec,True
6774,0 days 00:00:00,0,253,False,99.99,4.8,4.8,4.8,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,True
6775,0 days 00:03:00,0,253,True,99.99,4.8,4.8,4.8,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Mielec,True
6776,0 days 00:00:32,0,253,True,99.99,4.8,4.8,4.8,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Mielec,True
6777,0 days 00:00:00,15,253,False,553.0,3.0,3.0,3.0,5,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,True
6778,0 days 00:00:00,0,253,False,553.0,3.0,3.0,3.0,5,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,True
6779,0 days 00:00:00,20,253,False,553.0,3.0,3.0,3.0,5,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,True
6780,0 days 00:09:40,0,253,False,106.33,0.4,4.0,1.77,5,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,True
6781,0 days 00:06:35,10,253,False,106.33,0.4,4.0,1.77,5,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,True
6782,0 days 00:01:46,10,253,False,152.0,0.4,0.9,0.65,5,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Mielec,True
6783,0 days 00:03:26,15,253,False,152.0,0.4,0.9,0.65,5,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Mielec,True
6784,0 days 00:08:07,0,253,False,106.33,0.4,4.0,1.77,5,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,True
6785,0 days 00:09:39,0,253,False,34.99,0.9,4.0,2.45,5,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Mielec,True
6786,0 days 00:03:07,20,253,False,106.33,0.4,4.0,1.77,5,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,True
6787,0 days 00:08:41,0,253,False,132.0,0.4,4.0,2.2,5,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Mielec,True
6788,0 days 00:02:31,15,253,True,58.97,3.9,3.9,3.9,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Mielec,True
6789,0 days 00:00:00,0,253,False,58.97,3.9,3.9,3.9,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Mielec,True
6790,0 days 00:24:40,0,253,True,84.35,0.5,4.9,3.03,6,47,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6791,0 days 00:31:11,0,253,False,79.78,0.5,4.9,3.04,7,48,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6792,0 days 00:20:05,0,253,False,83.09,0.5,4.9,3.17,7,49,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6793,0 days 00:17:54,15,253,False,83.09,0.5,4.9,2.83,7,50,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6794,0 days 00:00:27,5,253,False,151.0,2.9,4.3,3.6,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,True
6795,0 days 00:00:59,0,253,False,151.0,2.9,4.3,3.6,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,True
6796,0 days 00:04:42,0,253,False,151.0,2.9,4.3,3.6,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,True
6797,0 days 00:04:57,0,253,False,151.0,2.9,4.3,3.6,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,True
6798,0 days 00:01:58,15,253,False,151.0,2.9,4.3,3.6,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,True
6799,0 days 00:00:00,0,253,False,1816.97,0.4,0.4,0.4,7,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,True
6800,0 days 00:00:00,0,253,False,1816.97,0.4,0.4,0.4,7,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,True
6801,0 days 00:00:00,0,253,False,1816.97,0.4,0.4,0.4,7,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,True
6802,0 days 00:25:22,0,253,True,4233.74,1.2,4.7,2.07,7,59,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6803,0 days 00:24:18,0,253,False,4296.19,1.2,4.8,2.58,8,60,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6804,0 days 00:14:19,0,253,False,4507.2,1.2,4.8,2.63,8,61,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6805,0 days 00:21:08,0,253,True,4233.74,1.2,4.7,2.07,8,62,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6806,0 days 00:27:02,0,253,True,4340.55,1.2,4.8,2.34,9,63,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6807,0 days 00:21:03,10,253,False,3434.61,1.2,4.7,2.23,10,64,0,0,0,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6808,0 days 00:17:29,20,253,False,3813.44,1.2,4.8,2.42,10,65,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6809,0 days 00:16:15,0,253,False,4871.41,1.2,4.8,2.54,10,66,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,True
6810,0 days 00:19:14,0,254,False,935.45,0.1,4.8,2.61,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6811,0 days 00:21:42,0,254,False,935.45,0.1,4.8,2.61,0,1,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6812,0 days 00:26:15,0,254,False,935.45,0.1,4.8,2.61,0,2,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6813,0 days 00:18:24,10,254,False,991.57,0.1,4.6,2.33,0,3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6814,0 days 00:01:55,0,254,False,71.85,3.8,4.4,4.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Konin,False
6815,0 days 00:01:43,5,254,False,71.85,3.8,4.4,4.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Konin,False
6816,0 days 00:17:11,0,254,False,91.48,0.5,4.8,2.43,0,6,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6817,0 days 00:18:15,0,254,False,91.48,0.5,4.8,2.43,0,7,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6818,0 days 00:15:09,0,254,False,91.48,0.5,4.8,2.43,0,8,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6819,0 days 00:19:54,0,254,False,116.21,1.3,4.8,2.99,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Konin,False
6820,0 days 00:22:07,0,254,False,126.71,1.3,3.8,2.81,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Konin,False
6821,0 days 00:02:33,0,254,False,1203.62,2.6,4.1,3.35,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Konin,False
6822,0 days 00:05:53,10,254,True,871.52,2.6,4.1,3.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,Konin,False
6823,0 days 00:00:41,20,254,False,1203.62,2.6,4.1,3.35,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Konin,False
6824,0 days 00:06:45,0,254,True,871.52,2.6,4.1,3.1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,Konin,False
6825,0 days 00:05:42,10,254,False,250.12,0.9,3.8,2.35,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
6826,0 days 00:09:38,5,254,False,250.12,0.9,3.8,2.35,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
6827,0 days 00:27:41,0,254,False,47.27,0.8,5.0,2.97,1,17,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6828,0 days 00:29:06,15,254,True,41.6,0.8,5.0,2.78,1,18,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6829,0 days 00:19:49,0,254,False,45.76,0.8,5.0,3.12,2,19,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6830,0 days 00:25:44,0,254,False,47.27,0.8,5.0,2.97,2,20,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6831,0 days 00:15:09,0,254,False,41.57,0.8,5.0,3.0,2,21,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
6832,0 days 00:03:30,15,254,True,99.99,4.8,4.8,4.8,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Konin,False
6833,0 days 00:00:00,5,254,False,99.99,4.8,4.8,4.8,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Konin,False
6834,0 days 00:00:00,0,254,False,99.99,4.8,4.8,4.8,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Konin,False
6835,0 days 00:00:00,10,254,False,99.99,4.8,4.8,4.8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Konin,False
6836,0 days 00:00:00,0,254,False,553.0,3.0,3.0,3.0,3,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
